Country,City-UTF8,City-ASCII,Population,Latitude,Longitude
RU,Glazov,Glazov,100676,58.1393,52.658
TR,Zonguldak,Zonguldak,100229,41.45139,31.79305
DE,Trier,Trier,100129,49.75565,6.63935
UA,Kamianets-Podilskyi,Kamianets-Podilskyi,100000,48.6845,26.58559
PL,Grudziądz,Grudziadz,99486,53.48411,18.75366
TR,Manavgat,Manavgat,99254,36.78667,31.44306
IT,Bolzano,Bolzano,99049,46.49067,11.33982
RU,Sarapul,Sarapul,98830,56.47633,53.79782
FI,Lahti,Lahti,98826,60.98267,25.66151
DE,Kaiserslautern,Kaiserslautern,98732,49.443,7.77161
RU,Votkinsk,Votkinsk,98633,57.04865,53.98717
PL,Słupsk,Slupsk,98608,54.46405,17.02872
RU,Balashov,Balashov,98107,51.5502,43.1667
BY,Lida,Lida,98036,53.88333,25.29972
RU,Zheleznogorsk,Zheleznogorsk,97900,52.331,35.3711
CZ,Liberec,Liberec,97770,50.76711,15.05619
IT,Udine,Udine,97761,46.0693,13.23715
TR,Karabük,Karabuk,97481,41.20488,32.62768
IT,Siracusa,Siracusa,97472,37.07542,15.28664
RO,Târgu Jiu,Targu Jiu,97179,45.05,23.28333
IT,Terni,Terni,97050,42.56335,12.64329
ES,Lugo,Lugo,96678,43.00992,-7.55602
DE,Schwerin,Schwerin,96641,53.62937,11.41316
TR,Bolu,Bolu,96629,40.73583,31.60611
BG,Sliven,Sliven,96368,42.68583,26.32917
ES,Girona,Girona,96188,41.98311,2.82493
CZ,České Budějovice,Ceske Budejovice,96053,48.97447,14.47434
CZ,Hradec Králové,Hradec Kralove,95195,50.20923,15.83277
SI,Maribor,Maribor,95171,46.55472,15.64667
ES,Santiago de Compostela,Santiago de Compostela,95092,42.88052,-8.54569
TR,Kırşehir,Kirsehir,94336,39.14583,34.16389
SE,Jönköping,Joenkoeping,93797,57.78145,14.15618
RU,Michurinsk,Michurinsk,93499,52.8978,40.4907
IT,Barletta,Barletta,93279,41.31429,16.28165
TR,Polatlı,Polatli,93262,39.57715,32.14132
IT,Piacenza,Piacenza,93228,45.05242,9.69342
ES,Cáceres,Caceres,93131,39.47649,-6.37224
RU,Kineshma,Kineshma,92983,57.43914,42.12894
TR,Rize,Rize,92772,41.02083,40.52194
RO,Tulcea,Tulcea,92475,45.16667,28.8
TR,Ereğli,Eregli,92117,37.51333,34.04672
TR,Ağrı,Agri,92022,39.71944,43.05139
TR,Erciş,Ercis,91915,39.02587,43.35964
ES,Lorca,Lorca,91906,37.67119,-1.7017
IT,Sassari,Sassari,91895,40.72586,8.55552
UA,Konotop,Konotop,91798,51.24032,33.20263
NL,Leeuwarden,Leeuwarden,91424,53.20139,5.80859
BE,Mons,Mons,91277,50.45413,3.95229
TR,Niğde,Nigde,91039,37.96583,34.67935
AT,Klagenfurt am Wörthersee,Klagenfurt am Woerthersee,90610,46.62472,14.30528
TR,Körfez,Korfez,90580,40.76704,29.78275
RU,Kuznetsk,Kuznetsk,90480,53.11675,46.60037
IE,Luimneach,Luimneach,90054,52.66472,-8.62306
UA,Krasnyy Luch,Krasnyy Luch,90005,48.13954,38.93715
IT,Ancona,Ancona,89994,43.5942,13.50337
FR,Avignon,Avignon,89769,43.94834,4.80892
AL,Vlorë,Vlore,89546,40.4686,19.48318
FI,Kuopio,Kuopio,89104,62.89238,27.67703
TR,Nusaybin,Nusaybin,88977,37.07028,41.21465
TR,Salihli,Salihli,88906,38.48258,28.14774
ES,Talavera de la Reina,Talavera de la Reina,88856,39.96348,-4.83076
IT,La Spezia,La Spezia,88491,44.103,9.82375
AL,Shkodër,Shkoder,88245,42.06828,19.51258
HR,Osijek,Osijek,88140,45.55111,18.69389
TR,Kozan,Kozan,88115,37.45517,35.81573
RU,Sarov,Sarov,88000,54.93583,43.32352
TR,Yozgat,Yozgat,87881,39.82,34.80444
RU,Yeysk,Yeysk,87814,46.7055,38.2739
TR,Çanakkale,Canakkale,87791,40.15552,26.41271
RU,Buzuluk,Buzuluk,87714,52.7807,52.2635
UA,Uman,Uman,87658,48.74838,30.22184
BG,Shumen,Shumen,87283,43.27064,26.92286
GB,Londonderry County Borough,Londonderry County Borough,87153,54.99721,-7.30917
MK,Bitola,Bitola,86528,41.03143,21.33474
SK,Nitra,Nitra,86329,48.30763,18.08453
GR,Volos,Volos,86048,39.36103,22.94248
SK,Žilina,Zilina,85985,49.22315,18.73941
FR,Poitiers,Poitiers,85960,46.58333,0.33333
DE,Flensburg,Flensburg,85838,54.78431,9.43961
UA,Shostka,Shostka,85432,51.86296,33.4698
LV,Liepāja,Liepaja,85132,56.52707,21.02357
FI,Jyväskylä,Jyvaeskylae,85026,62.24147,25.72088
DE,Cottbus,Cottbus,84754,51.75769,14.32888
TR,Akhisar,Akhisar,84659,38.91852,27.84006
SE,Umeå,Umea,83249,63.82842,20.25972
ES,Guadalajara,Guadalajara,83039,40.62862,-3.16185
UA,Chervonohrad,Chervonohrad,83000,50.39105,24.23514
TR,Amasya,Amasya,82896,40.65333,35.83306
FR,Pau,Pau,82697,43.3,-0.36667
TR,Muş,Mus,82536,38.73163,41.48482
SK,Banská Bystrica,Banska Bystrica,82336,48.73946,19.15349
ES,Toledo,Toledo,82291,39.8581,-4.02263
RO,Bistriţa,Bistrita,81318,47.13316,24.50011
DE,Konstanz,Konstanz,81275,47.66033,9.17582
PL,Konin,Konin,81258,52.22338,18.25121
RO,Reşiţa,Resita,81228,45.30083,21.88917
TR,Cizre,Cizre,80992,37.33024,42.18484
RU,Klin,Klin,80778,56.33333,36.73333
IT,Lecce,Lecce,80695,40.35481,18.17244
TR,Bingöl,Bingol,80568,38.88472,40.49389
TR,Elbistan,Elbistan,80456,38.20591,37.1983
ES,Gandia,Gandia,80020,38.96667,-0.18333
BG,Haskovo,Haskovo,79699,41.93415,25.55557
RU,Kropotkin,Kropotkin,79599,45.4375,40.57556
HU,Szombathely,Szombathely,79534,47.23088,16.62155
UA,Drohobych,Drohobych,79406,49.34991,23.50561
IT,Catanzaro,Catanzaro,78970,38.88247,16.60086
DE,Marburg an der Lahn,Marburg an der Lahn,78895,50.80904,8.77069
CZ,Zlín,Zlin,78759,49.22645,17.67065
RU,Vyborg,Vyborg,78633,60.70763,28.75283
ES,Arona,Arona,78614,28.09962,-16.68102
GB,Carlisle,Carlisle,78470,54.8951,-2.9382
IT,Marsala,Marsala,77915,37.7992,12.4367
TR,Hakkâri,Hakkari,77699,37.57444,43.74083
TR,Ünye,UEnye,77585,41.13139,37.2825
PL,Lubin,Lubin,77532,51.40089,16.20149
TR,Kars,Kars,77486,40.59825,43.08548
DE,Dessau,Dessau,77315,51.83864,12.24555
RO,Focșani,Focsani,77313,45.7,27.18333
PL,Siedlce,Siedlce,77185,52.16772,22.29006
UA,Yalta,Yalta,77003,44.50218,34.16624
FR,La Rochelle,La Rochelle,76810,46.16667,-1.15
FI,Pori,Pori,76772,61.48333,21.78333
DE,Arnsberg,Arnsberg,76612,51.38333,8.08333
IT,Arezzo,Arezzo,76346,43.46276,11.88068
IT,Latina,Latina,76305,41.46614,12.9043
HU,Parádsasvár,Paradsasvar,76000,47.9126,19.97709
RU,Kamensk-Shakhtinskiy,Kamensk-Shakhtinskiy,75814,48.31779,40.25948
TR,Iğdır,Igdir,75721,39.92371,44.045
BA,Bihać,Bihac,75641,44.81694,15.87083
PL,Piła,Pila,75532,53.15145,16.73782
TR,Nevşehir,Nevsehir,75527,38.625,34.71222
UA,Nizhyn,Nizhyn,75499,51.04801,31.88688
TR,Silifke,Silifke,75315,36.37778,33.93444
DE,Bayreuth,Bayreuth,75061,49.94782,11.57893
SE,Gävle,Gaevle,74884,60.67452,17.14174
FR,Calais,Calais,74433,50.95194,1.85635
FR,Béziers,Beziers,74081,43.34122,3.21402
ES,Ciudad Real,Ciudad Real,74014,38.98626,-3.92907
PL,Ostrowiec Świętokrzyski,Ostrowiec Swietokrzyski,73989,50.92936,21.38525
IT,Gela,Gela,73854,37.07381,14.24038
ES,Melilla,Melilla,73460,35.29369,-2.93833
TR,Tatvan,Tatvan,73222,38.49221,42.28269
BY,Zhlobin,Zhlobin,73089,52.8926,30.024
NO,Fredrikstad,Fredrikstad,72760,59.2181,10.9298
DK,Esbjerg,Esbjerg,72205,55.47028,8.45187
GB,Shrewsbury,Shrewsbury,71715,52.71009,-2.75208
SE,Borås,Boras,71700,57.72101,12.9401
TR,Khanjarah,Khanjarah,71379,40.59995,33.6153
BG,Blagoevgrad,Blagoevgrad,71306,42.01667,23.1
HR,Zadar,Zadar,71258,44.11972,15.24222
LT,Alytus,Alytus,70747,54.39635,24.04142
UA,Pervomays’k,Pervomays'k,70746,48.04433,30.85073
IE,Gaillimh,Gaillimh,70686,53.27194,-9.04889
RU,Beloretsk,Beloretsk,70468,53.96306,58.39806
TR,Kastamonu,Kastamonu,70402,41.37805,33.77528
TR,Ayvalık,Ayvalik,70002,39.31927,26.69341
RO,Vaslui,Vaslui,69225,46.63333,27.73333
BE,Hasselt,Hasselt,69222,50.93106,5.33781
PL,Suwałki,Suwalki,69222,54.11175,22.93087
RO,Hunedoara,Hunedoara,69136,45.75,22.9
ES,Ponferrada,Ponferrada,68736,42.54664,-6.59619
RU,Lys’va,Lys'va,68660,58.10861,57.80528
RU,Borisoglebsk,Borisoglebsk,68597,51.36713,42.08494
RU,Sosnovyy Bor,Sosnovyy Bor,68563,59.8996,29.08574
UA,Feodosiya,Feodosiya,68562,45.03677,35.37789
UA,Pokrovsk,Pokrovsk,68263,48.28198,37.17585
DE,Neubrandenburg,Neubrandenburg,68082,53.56414,13.27532
PL,Chełm,Chelm,68043,51.14312,23.4716
UA,Sverdlovs’k,Sverdlovs'k,68000,48.08964,39.65243
FR,Bourges,Bourges,67987,47.08333,2.4
RU,Budënnovsk,Budennovsk,67962,44.78389,44.16583
CZ,Most,Most,67905,50.50301,13.63617
ES,Campiña,Campina,67904,38.21896,-2.98069
PL,Przemyśl,Przemysl,67013,49.78498,22.76728
EE,Narva,Narva,66980,59.37722,28.19028
PL,Stalowa Wola,Stalowa Wola,66495,50.58286,22.05334
UA,Kovel,Kovel,66400,51.21526,24.70867
RU,Kungur,Kungur,66389,57.4368,56.9593
RU,Klintsy,Klintsy,66336,52.76019,32.23935
ES,Zamora,Zamora,66293,41.50633,-5.74456
BG,Veliko Tŭrnovo,Veliko Turnovo,66217,43.08124,25.62904
SE,Halmstad,Halmstad,66124,56.67446,12.85676
RO,Alba Iulia,Alba Iulia,66085,46.06667,23.58333
RU,Polevskoy,Polevskoy,65770,56.44222,60.18778
GR,Ioánnina,Ioannina,65574,39.66486,20.85189
SE,Växjö,Vaexjoe,65383,56.87767,14.80906
RU,Meleuz,Meleuz,65362,52.96467,55.93277
HU,Békéscsaba,Bekescsaba,65206,46.68333,21.1
RU,Slavyansk-na-Kubani,Slavyansk-na-Kubani,65196,45.2558,38.1256
UA,Korosten’,Korosten',65000,50.95937,28.63855
BG,Vratsa,Vratsa,64941,43.21,23.5625
TR,Akşehir,Aksehir,64446,38.3575,31.41639
RU,Tikhoretsk,Tikhoretsk,64387,45.85472,40.12528
RU,Rossosh’,Rossosh',64323,51.1209,38.5116
RU,Tuapse,Tuapse,64234,44.1053,39.0802
IT,Alessandria,Alessandria,64178,44.90924,8.61007
FR,Valence,Valence,63864,44.92801,4.8951
IT,Cosenza,Cosenza,63852,39.2989,16.25307
FR,Quimper,Quimper,63849,48.0,-4.1
NO,Kristiansand,Kristiansand,63814,58.14671,7.9956
DE,Fulda,Fulda,63760,50.55162,9.67518
PL,Łomża,Lomza,63723,53.17806,22.05935
PL,Leszno,Leszno,63565,51.84034,16.57494
RU,Pavlovo,Pavlovo,63338,55.9686,43.0912
RO,Zalău,Zalau,63232,47.2,23.05
TR,Kuşadası,Kusadasi,63177,37.86014,27.25713
CH,Lugano,Lugano,63000,46.01008,8.96004
UA,Pryluky,Pryluky,62823,50.59323,32.38761
RU,Gus’-Khrustal’nyy,Gus'-Khrustal'nyy,62746,55.61113,40.65186
RU,Krasnotur’insk,Krasnotur'insk,62600,59.7666,60.2086
RU,Belebey,Belebey,62582,54.11667,54.11667
UA,Lozova,Lozova,62311,48.88937,36.31755
RU,Rzhev,Rzhev,62246,56.26241,34.32817
RU,Chistopol’,Chistopol',62200,55.36311,50.64244
RU,Tikhvin,Tikhvin,62075,59.64511,33.52937
RU,Rossosh’,Rossosh',62000,50.19828,39.56726
GB,Scarborough,Scarborough,61749,54.27966,-0.40443
GR,Tríkala,Trikala,61653,39.55493,21.76837
RU,Sibay,Sibay,61590,52.71806,58.66583
AL,Pogradec,Pogradec,61530,40.9025,20.6525
SE,Karlstad,Karlstad,61492,59.3793,13.50357
DE,Kempten (Allgäu),Kempten (Allgaeu),61399,47.72674,10.31389
RU,Apatity,Apatity,61186,67.56414,33.4031
RU,Sal’sk,Sal'sk,61000,46.4747,41.54114
IT,Grosseto,Grosseto,60922,42.76296,11.10941
FR,Troyes,Troyes,60785,48.30073,4.08524
HR,Slavonski Brod,Slavonski Brod,60742,45.16028,18.01556
RU,Dubna,Dubna,60604,56.73333,37.16667
DE,Landshut,Landshut,60488,48.52961,12.16179
TR,Fethiye,Fethiye,60437,36.64038,29.12758
GB,Hereford,Hereford,60415,52.05684,-2.71482
DE,Rosenheim,Rosenheim,60167,47.85637,12.12247
DE,Brandenburg an der Havel,Brandenburg an der Havel,59826,52.41667,12.55
NL,Den Helder,Den Helder,59569,52.95988,4.75933
FR,La Roche-sur-Yon,La Roche-sur-Yon,59410,46.66667,-1.43333
RU,Kotlas,Kotlas,59180,61.25745,46.64963
ES,Arrecife,Arrecife,59127,28.96302,-13.54769
GR,Chalkída,Chalkida,59125,38.46354,23.60284
HR,Pula,Pula,59078,44.86833,13.84806
DE,Stralsund,Stralsund,58976,54.30911,13.0818
RU,Mikhaylovka,Mikhaylovka,58898,50.06,43.2379
GR,Sérres,Serres,58287,41.08499,23.54757
TR,Kırklareli,Kirklareli,58223,41.73508,27.22521
FR,Lorient,Lorient,58112,47.75,-3.36667
GB,Weymouth,Weymouth,57691,50.61448,-2.45991
SE,Sundsvall,Sundsvall,57606,62.39129,17.3063
SK,Poprad,Poprad,57431,49.06144,20.29798
HU,Sopron,Sopron,57210,47.68501,16.59049
TR,Anamur,Anamur,57128,36.07508,32.83691
FI,Vaasa,Vaasa,57014,63.096,21.61577
NL,Emmen,Emmen,57010,52.77917,6.90694
RU,Roslavl’,Roslavl',56971,53.95278,32.86389
ES,Ávila,Avila,56855,40.65724,-4.69951
ES,Segovia,Segovia,56660,40.94808,-4.11839
RU,Borovichi,Borovichi,56571,58.38778,33.91546
IT,Potenza,Potenza,56433,40.64175,15.80794
ES,Mérida,Merida,56395,38.91611,-6.34366
RU,Kirishi,Kirishi,56190,59.44712,32.02049
GR,Ródos,Rodos,56128,36.43556,28.22199
RU,Liski,Liski,55939,50.98405,39.51545
UA,Novohrad-Volynskyi,Novohrad-Volynskyi,55925,50.59412,27.6165
ES,Cuenca,Cuenca,55866,40.06667,-2.13333
PT,Évora,Evora,55620,38.56667,-7.9
RU,Vyaz’ma,Vyaz'ma,55500,55.21039,34.29508
MD,Rîbniţa,Ribnita,55455,47.76817,29.01
FR,Saint-Quentin,Saint-Quentin,55407,49.84889,3.28757
DK,Kolding,Kolding,55363,55.4904,9.47216
IT,Matera,Matera,54891,40.66599,16.60463
FR,Niort,Niort,54660,46.32313,-0.45877
FI,Kotka,Kotka,54616,60.4664,26.94582
FR,Belfort,Belfort,54562,47.64218,6.85385
BG,Vidin,Vidin,54409,43.99,22.8725
FR,Ajaccio,Ajaccio,54364,41.91886,8.73812
PT,Aveiro,Aveiro,54162,40.64427,-8.64554
GR,Kalamata,Kalamata,54100,37.03913,22.11265
GR,Kavála,Kavala,54027,40.93959,24.40687
RU,Timashëvsk,Timashevsk,53940,45.61694,38.94528
GR,Chaniá,Chania,53910,35.51124,24.02921
RU,Vyshniy Volochëk,Vyshniy Volochek,53800,57.59125,34.56453
UA,Izyum,Izyum,53778,49.20875,37.24849
FR,Blois,Blois,53660,47.59432,1.32912
RU,Buguruslan,Buguruslan,53511,53.6554,52.442
FR,Brive-la-Gaillarde,Brive-la-Gaillarde,53466,45.15,1.53333
FR,Beauvais,Beauvais,53393,49.43333,2.08333
FI,Joensuu,Joensuu,53388,62.60118,29.76316
FR,Châteauroux,Chateauroux,53301,46.81248,1.69362
GR,Kateríni,Katerini,53293,40.26956,22.50608
FR,Cholet,Cholet,53160,47.06667,-0.88333
FR,Fréjus,Frejus,53098,43.43286,6.73524
GR,Alexandroupoli,Alexandroupoli,52979,40.84995,25.87644
RU,Livny,Livny,52915,52.42534,37.60689
TR,Adilcevaz,Adilcevaz,52781,38.79911,42.73159
FR,Saint-Brieuc,Saint-Brieuc,52774,48.51513,-2.76838
RO,Slobozia,Slobozia,52710,44.5647,27.3633
RU,Yartsevo,Yartsevo,52706,55.06667,32.69639
TR,Ergani,Ergani,52684,38.26899,39.75446
UA,Lubny,Lubny,52600,50.01625,32.99694
NO,Tromsø,Tromso,52436,69.6489,18.95508
FR,Charleville-Mézières,Charleville-Mezieres,52415,49.7685,4.72487
FR,Albi,Albi,52409,43.9298,2.148
ES,Huesca,Huesca,52059,42.13615,-0.4087
GR,Lamía,Lamia,52006,38.9,22.43333
CZ,Karlovy Vary,Karlovy Vary,51807,50.23271,12.87117
DE,Frankfurt (Oder),Frankfurt (Oder),51691,52.34714,14.55062
GB,Morecambe,Morecambe,51644,54.06835,-2.86108
TR,Seydişehir,Seydisehir,51089,37.41926,31.84527
HU,Nagykanizsa,Nagykanizsa,50823,46.45347,16.99104
FR,Saint-Malo,Saint-Malo,50676,48.65,-2.01667
UA,Nova Kakhovka,Nova Kakhovka,50672,46.75451,33.34864
NO,Skien,Skien,50595,59.20962,9.60897
RU,Kizlyar,Kizlyar,50564,43.84712,46.71445
DE,Passau,Passau,50560,48.5665,13.43122
XK,Deçan,Decan,50500,42.54018,20.28793
FR,Laval,Laval,50489,48.0732,-0.7634
FR,Hyères,Hyeres,50487,43.12038,6.12857
RU,Otradnyy,Otradnyy,50127,53.37596,51.3452
CZ,Jihlava,Jihlava,50100,49.3961,15.59124
